# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2023-04-03 21:36:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/hyunjimoon/.cmdstan/cmdstan-2.31.0/examples/bernoulli/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 61463
# output
#   file = /Users/hyunjimoon/Dropbox/WINcode/VaccineMisinf/V79/bernoulli-20230403173630_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-6.75162,0.966912,1.05082,2,3,0,6.89776,0.260706
-6.84433,0.975652,1.05082,1,3,0,6.84531,0.307335
-6.77102,1,1.05082,1,1,0,6.82089,0.277427
-6.7522,1,1.05082,1,1,0,6.76487,0.261539
-6.78045,0.990542,1.05082,1,1,0,6.78048,0.282698
-6.91698,0.977484,1.05082,2,3,0,6.92931,0.182421
-7.90395,0.780358,1.05082,1,3,0,8.24353,0.46281
-6.91548,1,1.05082,1,1,0,7.52925,0.326525
-7.84575,0.819672,1.05082,2,3,0,7.87036,0.100514
-7.71469,1,1.05082,1,1,0,7.99214,0.107481
-6.81387,0.986487,1.05082,2,3,0,7.81348,0.206567
-6.74942,1,1.05082,1,3,0,6.79752,0.243434
-6.78609,0.773524,1.05082,2,3,0,7.95243,0.21661
-7.07849,0.942259,1.05082,1,3,0,7.08283,0.158577
-7.13095,0.98827,1.05082,1,1,0,7.20339,0.1525
-6.7968,0.980119,1.05082,2,3,0,7.2975,0.212375
-8.7602,0.653069,1.05082,1,3,0,9.19723,0.0662411
-9.21966,0.956038,1.05082,1,1,0,9.41025,0.0547948
-10.726,0.965199,1.05082,2,3,0,10.7452,0.030758
-11.1897,0.978288,1.05082,1,1,0,11.4975,0.0259662
-10.9755,1,1.05082,1,1,0,11.5935,0.0280694
-8.87043,0.838814,1.05082,1,3,0,10.8119,0.0632393
-8.46506,1,1.05082,1,1,0,9.00503,0.0752449
-7.05273,1,1.05082,2,3,0,8.00947,0.354867
-6.75173,1,1.05082,1,3,0,6.99062,0.239336
-7.68599,0.793376,1.05082,1,3,0,7.87242,0.109111
-6.79373,0.994035,1.05082,1,3,0,7.53699,0.213534
-10.3593,0.423919,1.05082,1,3,0,10.6112,0.631268
-7.01249,1,1.05082,1,3,0,10.044,0.16718
-6.84008,1,1.05082,1,1,0,6.97202,0.199083
-7.00036,0.941544,1.05082,2,3,0,7.30473,0.168904
-7.3316,0.915613,1.05082,1,3,0,7.7285,0.398028
-6.93006,1,1.05082,2,3,0,7.2914,0.180069
-6.79696,1,1.05082,2,3,0,6.89464,0.212316
-8.67548,0.411439,1.05082,2,3,0,11.2128,0.0686736
-10.3443,0.861137,1.05082,1,1,0,10.3456,0.0354422
-6.74807,1,1.05082,2,3,0,9.50542,0.251217
-6.76655,0.991051,1.05082,2,3,0,6.7895,0.274563
-7.53828,0.806596,1.05082,1,3,0,7.54251,0.423928
-6.83171,0.821731,1.05082,2,3,0,8.32292,0.201327
-6.83231,0.890075,1.05082,2,3,0,7.4667,0.303499
-7.28029,0.923211,1.05082,2,3,0,7.28822,0.390959
-6.96902,1,1.05082,2,3,0,7.21485,0.338525
-6.77729,0.643123,1.05082,2,3,0,8.45105,0.281024
-9.3507,0.494907,1.05082,1,3,0,9.36521,0.574344
-7.74913,1,1.05082,2,3,0,9.09454,0.105577
-7.93101,0.972091,1.05082,1,1,0,8.08879,0.0963551
-6.84256,1,1.05082,2,3,0,7.63403,0.306785
-7.14309,0.892338,1.05082,1,1,0,7.15734,0.370325
-7.30968,0.786124,1.05082,2,3,0,8.07034,0.135254
-7.14655,1,1.05082,1,1,0,7.33729,0.1508
-7.55061,0.921657,1.05082,1,1,0,7.57445,0.11739
-7.82941,0.864556,1.05082,1,3,0,8.95912,0.455434
-7.32266,1,1.05082,2,3,0,7.64806,0.13416
-8.01238,0.885026,1.05082,1,1,0,8.0253,0.0926251
-8.34453,0.956112,1.05082,1,1,0,8.49576,0.0793932
-7.21195,0.993814,1.05082,1,3,0,8.14455,0.144121
-7.01098,1,1.05082,1,1,0,7.19645,0.167392
-6.93579,1,1.05082,1,1,0,7.02801,0.17907
-7.18601,0.942534,1.05082,1,1,0,7.1977,0.146688
-7.16774,1,1.05082,1,1,0,7.28266,0.14856
-7.32307,0.925873,1.05082,1,3,0,7.91902,0.396874
-6.97229,1,1.05082,1,1,0,7.24096,0.339211
-9.05941,0.424165,1.05082,1,1,0,9.08078,0.555399
-7.1033,1,1.05082,2,3,0,8.30507,0.363743
-6.79961,1,1.05082,1,1,0,6.99403,0.291507
-6.81928,0.993023,1.05082,1,1,0,6.83447,0.299041
-6.76644,0.963906,1.05082,2,3,0,6.98361,0.226535
-6.75821,1,1.05082,2,3,0,6.76588,0.232443
-6.81617,0.975376,1.05082,2,3,0,6.89958,0.205849
-6.81617,0.748896,1.05082,1,3,0,8.09077,0.205849
-6.88117,0.992909,1.05082,2,3,0,6.88155,0.317875
-6.88891,0.999043,1.05082,2,3,0,6.93525,0.319908
-7.02922,0.73037,1.05082,2,3,0,8.03874,0.164881
-7.35987,0.930115,1.05082,1,1,0,7.37661,0.131121
-6.78335,1,1.05082,2,3,0,7.23836,0.284166
-6.93242,0.654452,1.05082,2,3,0,8.31284,0.33049
-8.73464,0.48015,1.05082,1,1,0,8.74965,0.532568
-7.42067,0.794845,1.05082,1,3,0,9.77865,0.126432
-7.10492,1,1.05082,1,1,0,7.38372,0.155443
-6.95576,1,1.05082,2,3,0,7.09683,0.175726
-6.77796,1,1.05082,2,3,0,6.91717,0.281386
-6.77796,0.453983,1.05082,1,3,0,9.96946,0.281386
-6.75172,1,1.05082,2,3,0,6.76917,0.260846
-6.80081,0.97997,1.05082,2,3,0,6.84467,0.210924
-6.7513,1,1.05082,2,3,0,6.79824,0.260211
-6.74982,0.989087,1.05082,2,3,0,6.79968,0.257541
-6.75328,0.998862,1.05082,1,1,0,6.75351,0.262958
-6.85049,0.974563,1.05082,1,3,0,6.85101,0.309215
-6.90776,0.780344,1.05082,2,3,0,7.78218,0.184146
-6.77407,0.96322,1.05082,2,3,0,7.24833,0.222216
-6.81417,0.988457,1.05082,1,1,0,6.81687,0.20647
-8.0133,0.787177,1.05082,1,3,0,8.15161,0.0925843
-7.74768,1,1.05082,1,1,0,8.10743,0.105656
-6.74908,0.888599,1.05082,2,3,0,8.39567,0.244267
-6.75673,0.996116,1.05082,2,3,0,6.76802,0.266737
-6.75415,0.988835,1.05082,2,3,0,6.7992,0.264011
-7.02633,0.65369,1.05082,2,3,0,8.53181,0.165272
-7.77793,0.941597,1.05082,2,3,0,8.02677,0.450193
-6.77384,1,1.05082,1,3,0,7.5773,0.222339
-6.75222,0.986606,1.05082,2,3,0,6.85343,0.238668
-6.75222,0.514203,1.05082,2,3,0,9.27707,0.238668
-6.78561,0.950158,1.05082,2,3,0,6.99876,0.285268
-6.7563,0.914087,1.05082,2,3,0,7.15096,0.234154
-6.86969,0.968072,1.05082,2,3,0,6.94531,0.314754
-7.05116,0.933475,1.05082,1,1,0,7.07924,0.354582
-7.07508,0.996883,1.05082,2,3,0,7.18491,0.358868
-7.11639,0.409311,1.05082,2,3,0,11.251,0.365945
-7.76326,0.56889,1.05082,2,3,0,9.03545,0.104812
-6.76735,0.892265,1.05082,2,3,0,8.12781,0.275099
-6.89414,0.956802,1.05082,2,3,0,6.97011,0.186803
-6.83368,1,1.05082,1,1,0,6.89202,0.200787
-6.79725,1,1.05082,1,1,0,6.83199,0.21221
-6.8088,0.754858,1.05082,2,3,0,8.38823,0.208195
-6.86921,0.983523,1.05082,1,1,0,6.87754,0.19207
-6.77916,1,1.05082,2,3,0,6.84444,0.219703
-6.86948,0.974746,1.05082,1,1,0,6.87021,0.192009
-6.74938,0.981785,1.05082,2,3,0,6.95485,0.256544
-6.74806,0.999727,1.05082,2,3,0,6.75082,0.251135
-7.60204,0.705059,1.05082,2,3,0,8.49118,0.114123
-6.77134,0.932902,1.05082,1,3,0,7.64498,0.277618
-6.77148,0.999984,1.05082,2,3,0,6.77929,0.277702
-6.80615,0.893373,1.05082,2,3,0,7.16493,0.294141
-6.75455,1,1.05082,1,1,0,6.78858,0.264466
-6.74964,0.99944,1.05082,1,3,0,6.75668,0.242929
-6.74859,0.998136,1.05082,2,3,0,6.75902,0.245813
-6.77155,0.966549,1.05082,2,3,0,6.90516,0.277746
-7.10696,0.93539,1.05082,2,3,0,7.15794,0.155207
-6.81736,1,1.05082,1,3,0,7.03153,0.205484
-6.76242,1,1.05082,2,3,0,6.80514,0.271598
-6.76242,0.879361,1.05082,1,3,0,7.06276,0.271598
-6.79458,0.988995,1.05082,1,1,0,6.79649,0.289369
-7.50045,0.876998,1.05082,2,3,0,7.50049,0.41945
-7.06139,1,1.05082,2,3,0,7.38831,0.160692
-6.77599,1,1.05082,1,3,0,6.98906,0.221241
-7.0994,0.8939,1.05082,2,3,0,7.40826,0.36308
-8.84497,0.483603,1.05082,1,1,0,8.90889,0.540546
-7.27996,0.860775,1.05082,1,3,0,9.55718,0.137828
-7.25575,1,1.05082,1,1,0,7.39229,0.139999
-6.86823,1,1.05082,2,3,0,7.1409,0.314349
-7.86708,0.674155,1.05082,1,1,0,7.87582,0.459192
-8.82369,0.664671,1.05082,1,1,0,9.21638,0.539026
-7.90277,1,1.05082,1,1,0,8.83979,0.462696
-6.78505,1,1.05082,1,3,0,7.47939,0.284999
-7.02749,0.915457,1.05082,1,1,0,7.02899,0.350185
-6.75183,0.710265,1.05082,2,3,0,8.13919,0.261006
-6.84789,0.738218,1.05082,2,3,0,8.05148,0.197093
-7.18206,0.945302,1.05082,1,3,0,7.18206,0.147089
-8.07621,0.539055,1.05082,2,3,0,11.7857,0.0898474
-7.14667,0.972169,1.05082,2,3,0,8.54591,0.150786
-7.07235,1,1.05082,1,1,0,7.19599,0.159328
-6.83228,0.974525,1.05082,2,3,0,7.31095,0.201169
-6.7493,0.998763,1.05082,2,3,0,6.83606,0.256356
-6.82571,0.978501,1.05082,1,3,0,6.84331,0.203014
-6.82571,0.757171,1.05082,1,3,0,8.07033,0.203014
-6.95066,0.949736,1.05082,2,3,0,7.21784,0.176561
-6.97687,0.956713,1.05082,2,3,0,7.4064,0.172396
-6.92786,1,1.05082,1,1,0,7.00338,0.180457
-6.77534,1,1.05082,2,3,0,6.8949,0.279949
-6.98882,0.929386,1.05082,1,3,0,7.1055,0.170593
-7.31708,0.928772,1.05082,1,1,0,7.32882,0.134628
-7.11532,1,1.05082,1,1,0,7.32297,0.154251
-7.26808,0.967722,1.05082,1,1,0,7.32616,0.138884
-7.55511,0.894982,1.05082,1,3,0,8.30304,0.425888
-6.80569,1,1.05082,1,1,0,7.27022,0.293961
-9.99551,0.334195,1.05082,2,7,0,12.1642,0.0404372
-8.72119,1,1.05082,1,1,0,9.9082,0.067347
-9.36638,0.750449,1.05082,2,3,0,13.6646,0.0516645
-10.1867,0.9411,1.05082,1,1,0,10.3232,0.0376075
-9.78761,1,1.05082,1,1,0,10.4429,0.0437975
-11.4014,0.909685,1.05082,1,1,0,11.4221,0.0240552
-6.96751,0.774161,1.05082,1,3,0,12.037,0.173848
-7.89684,0.877331,1.05082,1,3,0,7.91422,0.0979896
-7.34816,1,1.05082,2,3,0,7.8289,0.132062
-7.06494,1,1.05082,1,1,0,7.31456,0.160247
# 
#  Elapsed Time: 0.003 seconds (Warm-up)
#                0.007 seconds (Sampling)
#                0.01 seconds (Total)
# 
